index,id,title,actors,director
686,50359,Hop,Russell Brand James Marsden Kaley Cuoco,Tim Hill
687,1271,300,Gerard Butler Lena Headey Dominic West,Zack Snyder
688,693,Meet the Fockers,Ben Stiller Teri Polo Robert De Niro,Jay Roach
689,14306,Marley & Me,Owen Wilson Jennifer Aniston Eric Dane,David Frankel
690,497,The Green Mile,Tom Hanks Michael Clarke Duncan David Morse,Frank Darabont
691,11199,Wild Hogs,Tim Allen John Travolta Martin Lawrence,Walt Becker
692,9982,Chicken Little,Zach Braff Joan Cusack Dan Molina,Mark Dindal
693,210577,Gone Girl,Ben Affleck Rosamund Pike Carrie Coon,David Fincher
694,2501,The Bourne Identity,Matt Damon Franka Potente Chris Cooper,Doug Liman
695,710,GoldenEye,Pierce Brosnan Sean Bean Izabella Scorupco,Martin Campbell
696,2275,The General's Daughter,John Travolta Madeleine Stowe James Cromwell,Simon West
697,37165,The Truman Show,Jim Carrey Laura Linney Noah Emmerich,Peter Weir
698,9837,The Prince of Egypt,Val Kilmer Ralph Fiennes Patrick Stewart,Simon Wells
699,10708,Daddy Day Care,Eddie Murphy Jeff Garlin Steve Zahn,Steve Carr
700,136400,2 Guns,Denzel Washington Mark Wahlberg Paula Patton,Baltasar Kormákur
701,10992,Cats & Dogs,Jeff Goldblum Elizabeth Perkins Alexander Pollock,Lawrence Guterman
702,9654,The Italian Job,Mark Wahlberg Charlize Theron Edward Norton,F. Gary Gray
703,2642,Two Weeks Notice,Sandra Bullock Hugh Grant Alicia Witt,Marc Lawrence
704,8916,Antz,Woody Allen Dan Aykroyd Anne Bancroft,Eric Darnell
705,19899,Couples Retreat,Vince Vaughn Malin Åkerman Jason Bateman,Peter Billingsley
706,2119,Days of Thunder,Tom Cruise Robert Duvall Nicole Kidman,Tony Scott
707,9641,Cheaper by the Dozen 2,Steve Martin Eugene Levy Bonnie Hunt,Adam Shankman
708,294254,Maze Runner: The Scorch Trials,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster,Wes Ball
709,38167,Eat Pray Love,Julia Roberts James Franco Javier Bardem,Ryan Murphy
710,5994,The Family Man,Nicolas Cage Téa Leoni Don Cheadle,Brett Ratner
711,39514,RED,Bruce Willis John Malkovich Helen Mirren,Robert Schwentke
712,9563,Any Given Sunday,Al Pacino Cameron Diaz Dennis Quaid,Oliver Stone
713,547,The Horse Whisperer,Robert Redford Kristin Scott Thomas Sam Neill,Robert Redford
714,1538,Collateral,Tom Cruise Jamie Foxx Jada Pinkett Smith,Michael Mann
715,9334,The Scorpion King,Dwayne Johnson Kelly Hu Michael Clarke Duncan,Chuck Russell
716,11128,Ladder 49,Joaquin Phoenix John Travolta Jacinda Barrett,Jay Russell
717,75780,Jack Reacher,Tom Cruise Rosamund Pike Richard Jenkins,Christopher McQuarrie
718,8914,Deep Blue Sea,Thomas Jane Saffron Burrows LL Cool J,Renny Harlin
720,39538,Contagion,Matt Damon Gwyneth Paltrow Kate Winslet,Steven Soderbergh
721,10628,Kangaroo Jack,Jerry O'Connell Anthony Anderson Estella Warren,David McNally
722,14836,Coraline,Dakota Fanning Teri Hatcher Jennifer Saunders,Henry Selick
723,8645,The Happening,Mark Wahlberg Zooey Deschanel John Leguizamo,M. Night Shyamalan
724,9509,Man on Fire,Denzel Washington Dakota Fanning Marc Anthony,Tony Scott
725,10067,The Shaggy Dog,Tim Allen Kristin Davis Danny Glover,Brian Robbins
726,9384,Starsky & Hutch,Ben Stiller Owen Wilson Snoop Dogg,Todd Phillips
727,9279,Jingle All the Way,Arnold Schwarzenegger Phil Hartman Sinbad,Brian Levant
728,1487,Hellboy,Ron Perlman Selma Blair Rupert Evans,Guillermo del Toro
729,9422,A Civil Action,John Travolta Robert Duvall Tony Shalhoub,Steven Zaillian
730,77174,ParaNorman,Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland,Sam Fell
731,4824,The Jackal,Bruce Willis Richard Gere Sidney Poitier,Michael Caton-Jones
732,9620,Paycheck,Ben Affleck Aaron Eckhart Uma Thurman,John Woo
733,9302,Up Close & Personal,Robert Redford Michelle Pfeiffer Stockard Channing,Jon Avnet
734,10199,The Tale of Despereaux,Matthew Broderick Dustin Hoffman Emma Watson,Robert Stevenhagen
735,10771,The Tuxedo,Jackie Chan Jennifer Love Hewitt Jason Isaacs,Kevin Donovan
736,3512,Under Siege 2: Dark Territory,Steven Seagal Eric Bogosian Everett McGill,Geoff Murphy
737,137094,Jack Ryan: Shadow Recruit,Chris Pine Keira Knightley Kevin Costner,Kenneth Branagh
738,274479,Joy,Jennifer Lawrence Bradley Cooper Robert De Niro,David O. Russell
739,267860,London Has Fallen,Gerard Butler Aaron Eckhart Morgan Freeman,Babak Najafi
740,8078,Alien: Resurrection,Sigourney Weaver Winona Ryder Brad Dourif,Jean-Pierre Jeunet
741,7485,Shooter,Mark Wahlberg Michael Peña Danny Glover,Antoine Fuqua
743,6435,Practical Magic,Sandra Bullock Nicole Kidman Evan Rachel Wood,Griffin Dunne
744,137106,The Lego Movie,Chris Pratt Will Ferrell Elizabeth Banks,Phil Lord
745,10040,Miss Congeniality 2: Armed and Fabulous,Sandra Bullock Regina King Enrique Murciano,John Pasquin
746,6278,Reign of Fire,Christian Bale Matthew McConaughey Izabella Scorupco,Rob Bowman
747,82682,Gangster Squad,Josh Brolin Ryan Gosling Nick Nolte,Ruben Fleischer
748,17610,Year One,Jack Black Michael Cera Olivia Wilde,Harold Ramis
749,22954,Invictus,Morgan Freeman Matt Damon Tony Kgoroge,Clint Eastwood
750,16995,State of Play,Russell Crowe Ben Affleck Rachel McAdams,Kevin Macdonald
751,16558,Duplicity,Clive Owen Julia Roberts Paul Giamatti,Tony Gilroy
752,9849,My Favorite Martian,Jeff Daniels Elizabeth Hurley Daryl Hannah,Donald Petrie
753,5820,The Sentinel,Michael Douglas Kiefer Sutherland Eva Longoria,Clark Johnson
754,16866,Planet 51,Dwayne Johnson Seann William Scott Jessica Biel,Jorge Blanco
755,201,Star Trek: Nemesis,Patrick Stewart Jonathan Frakes Brent Spiner,Stuart Baird
756,11775,Intolerable Cruelty,George Clooney Catherine Zeta-Jones Edward Herrmann,Joel Coen
759,11015,The Relic,Penelope Ann Miller Tom Sizemore Linda Hunt,Peter Hyams
760,9932,Analyze That,Robert De Niro Billy Crystal Lisa Kudrow,Harold Ramis
761,13389,Righteous Kill,Robert De Niro Carla Gugino 50 Cent,Jon Avnet
762,8838,Mercury Rising,Bruce Willis Alec Baldwin Miko Hughes,Harold Becker
763,17332,The Soloist,Robert Downey Jr. Jamie Foxx Catherine Keener,Joe Wright
764,4958,The Legend of Bagger Vance,Matt Damon Bruce McGill Charlize Theron,Robert Redford
765,786,Almost Famous,Kate Hudson Billy Crudup Frances McDormand,Cameron Crowe
766,9513,Garfield: A Tail of Two Kitties,Bill Murray Jennifer Love Hewitt Billy Connolly,Tim Hill
767,11679,xXx: State of the Union,Ice Cube Samuel L. Jackson Willem Dafoe,Lee Tamahori
768,38321,Priest,Paul Bettany Karl Urban Cam Gigandet,Scott Stewart
769,14411,Sinbad: Legend of the Seven Seas,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer,Tim Johnson
770,8413,Event Horizon,Laurence Fishburne Sam Neill Kathleen Quinlan,Paul W.S. Anderson
771,10052,Dragonfly,Kevin Costner Joe Morton Ron Rifkin,Tom Shadyac
772,9676,The Black Dahlia,Josh Hartnett Scarlett Johansson Aaron Eckhart,Brian De Palma
773,9664,Flyboys,James Franco David Ellison Jean Reno,Tony Bill
774,2100,The Last Castle,Robert Redford James Gandolfini Mark Ruffalo,Rod Lurie
775,10384,Supernova,James Spader Angela Bassett Robert Forster,Walter Hill
776,137321,Winter's Tale,Colin Farrell Jessica Brown Findlay Russell Crowe,Akiva Goldsman
778,11260,Meet Dave,Eddie Murphy Elizabeth Banks Gabrielle Union,Brian Robbins
779,9009,Dark Water,Jennifer Connelly John C. Reilly Tim Roth,Walter Salles
780,11374,Edtv,Matthew McConaughey Woody Harrelson Sally Kirkland,Ron Howard
781,2309,Inkheart,Brendan Fraser Sienna Guillory Andy Serkis,Iain Softley
782,8285,The Spirit,Gabriel Macht Scarlett Johansson Samuel L. Jackson,Frank Miller
783,210860,Mortdecai,Johnny Depp Gwyneth Paltrow Ewan McGregor,David Koepp
784,2312,In the Name of the King: A Dungeon Siege Tale,Jason Statham John Rhys-Davies Ray Liotta,Uwe Boll
785,9839,Beyond Borders,Angelina Jolie Clive Owen Teri Polo,Martin Campbell
787,13922,The Great Raid,Benjamin Bratt James Franco Connie Nielsen,John Dahl
788,293660,Deadpool,Ryan Reynolds Morena Baccarin Ed Skrein,Tim Miller
789,9713,Holy Man,Eddie Murphy Jeff Goldblum Kelly Preston,Stephen Herek
790,190859,American Sniper,Bradley Cooper Sienna Miller Kyle Gallner,Clint Eastwood
791,257445,Goosebumps,Jack Black Dylan Minnette Odeya Rush,Rob Letterman
792,9007,Just Like Heaven,Reese Witherspoon Mark Ruffalo Donal Logue,Mark Waters
793,889,The Flintstones in Viva Rock Vegas,Mark Addy Stephen Baldwin Kristen Johnston,Brian Levant
794,1370,Rambo III,Sylvester Stallone Richard Crenna Kurtwood Smith,Peter MacDonald
795,4942,Leatherheads,George Clooney Renée Zellweger John Krasinski,George Clooney
796,347969,The Ridiculous 6,Adam Sandler Taylor Lautner Steve Buscemi,Frank Coraci
797,24438,Did You Hear About the Morgans?,Hugh Grant Sarah Jessica Parker Mary Steenburgen,Marc Lawrence
798,116741,The Internship,Owen Wilson Vince Vaughn Rose Byrne,Shawn Levy
799,35791,Resident Evil: Afterlife,Milla Jovovich Wentworth Miller Ali Larter,Paul W.S. Anderson
800,72431,Red Tails,Bryan Cranston David Oyelowo Cuba Gooding Jr.,Anthony Hemingway
801,1813,The Devil's Advocate,Keanu Reeves Al Pacino Charlize Theron,Taylor Hackford
802,87428,That's My Boy,Adam Sandler Susan Sarandon Eva Amurri Martino,Sean Anders
803,8840,DragonHeart,Dennis Quaid David Thewlis Pete Postlethwaite,Rob Cohen
804,10589,After the Sunset,Pierce Brosnan Salma Hayek Woody Harrelson,Brett Ratner
805,71676,Ghost Rider: Spirit of Vengeance,Nicolas Cage Ciarán Hinds Violante Placido,Brian Taylor
806,1722,Captain Corelli's Mandolin,Nicolas Cage Penélope Cruz John Hurt,John Madden
807,10022,The Pacifier,Vin Diesel Lauren Graham Faith Ford,Adam Shankman
808,11358,Walking Tall,Dwayne Johnson Johnny Knoxville Neal McDonough,Kevin Bray
809,13,Forrest Gump,Tom Hanks Robin Wright Gary Sinise,Robert Zemeckis
810,6477,Alvin and the Chipmunks,Jason Lee David Cross Cameron Richardson,Tim Hill
811,1597,Meet the Parents,Ben Stiller Robert De Niro Teri Polo,Jay Roach
812,10530,Pocahontas,Irene Bedard Mel Gibson David Ogden Stiers,Mike Gabriel
813,1924,Superman,Christopher Reeve Marlon Brando Margot Kidder,Richard Donner
814,9327,The Nutty Professor,Eddie Murphy Jada Pinkett Smith James Coburn,Tom Shadyac
815,8488,Hitch,Will Smith Eva Mendes Kevin James,Andy Tennant
816,10603,George of the Jungle,Brendan Fraser Leslie Mann Thomas Haden Church,Sam Weisman
817,8273,American Wedding,Jason Biggs Alyson Hannigan Seann William Scott,Jesse Dylan
818,109424,Captain Phillips,Tom Hanks Catherine Keener Max Martini,Paul Greengrass
819,35056,Date Night,Tina Fey Steve Carell Mark Wahlberg,Shawn Levy
820,8839,Casper,Christina Ricci Bill Pullman Cathy Moriarty,Brad Silberling
821,156022,The Equalizer,Denzel Washington Marton Csokas Chloë Grace Moretz,Antoine Fuqua
822,7303,Maid in Manhattan,Jennifer Lopez Ralph Fiennes Natasha Richardson,Wayne Wang
823,8963,Crimson Tide,Denzel Washington Gene Hackman Matt Craven,Tony Scott
824,1402,The Pursuit of Happyness,Will Smith Jaden Smith Thandie Newton,Gabriele Muccino
825,9315,Flightplan,Jodie Foster Peter Sarsgaard Sean Bean,Robert Schwentke
826,8984,Disclosure,Michael Douglas Demi Moore Donald Sutherland,Barry Levinson
827,795,City of Angels,Nicolas Cage Meg Ryan Andre Braugher,Brad Silberling
828,24,Kill Bill: Vol. 1,Uma Thurman Lucy Liu Vivica A. Fox,Quentin Tarantino
829,11353,Bowfinger,Steve Martin Eddie Murphy Heather Graham,Frank Oz
830,393,Kill Bill: Vol. 2,Uma Thurman David Carradine Daryl Hannah,Quentin Tarantino
831,9618,Tango & Cash,Sylvester Stallone Kurt Russell Teri Hatcher,Andrei Konchalovsky
832,9374,Death Becomes Her,Meryl Streep Bruce Willis Goldie Hawn,Robert Zemeckis
833,8584,Shanghai Noon,Jackie Chan Owen Wilson Lucy Liu,Tom Dey
834,2320,Executive Decision,Kurt Russell Steven Seagal Halle Berry,Stuart Baird
835,58224,Mr. Popper's Penguins,Jim Carrey Carla Gugino Madeline Carroll,Mark Waters
836,1729,The Forbidden Kingdom,Jackie Chan Jet Li Michael Angarano,Rob Minkoff
838,8077,Alien³,Sigourney Weaver Charles S. Dutton Charles Dance,David Fincher
839,8818,Evita,Madonna Antonio Banderas Jonathan Pryce,Alan Parker
840,8195,Ronin,Robert De Niro Jean Reno Natascha McElhone,John Frankenheimer
841,10586,The Ghost and the Darkness,Michael Douglas Val Kilmer Tom Wilkinson,Stephen Hopkins
842,116149,Paddington,Nicole Kidman Peter Capaldi Ben Whishaw,Paul King
843,80035,The Watch,Ben Stiller Vince Vaughn Jonah Hill,Akiva Schaffer
844,10632,The Hunted,Tommy Lee Jones Benicio del Toro Connie Nielsen,William Friedkin
845,12117,Instinct,Anthony Hopkins Cuba Gooding Jr. Donald Sutherland,Jon Turteltaub
846,1792,Stuck on You,Matt Damon Greg Kinnear Eva Mendes,Bobby Farrelly
847,13260,Semi-Pro,Will Ferrell Maura Tierney Woody Harrelson,Kent Alterman
848,72197,The Pirates! In an Adventure with Scientists!,Hugh Grant Brendan Gleeson Jeremy Piven,Peter Lord
849,3580,Changeling,Angelina Jolie Jeffrey Donovan John Malkovich,Clint Eastwood
850,12123,Chain Reaction,Keanu Reeves Morgan Freeman Rachel Weisz,Andrew Davis
851,9566,The Fan,Robert De Niro Wesley Snipes Ellen Barkin,Tony Scott
852,9833,The Phantom of the Opera,Gerard Butler Emmy Rossum Patrick Wilson,Joel Schumacher
853,4517,Elizabeth: The Golden Age,Cate Blanchett Clive Owen Geoffrey Rush,Shekhar Kapur
854,8202,Æon Flux,Charlize Theron Marton Csokas Jonny Lee Miller,Karyn Kusama
855,16072,Gods and Generals,Stephen Lang Jeff Daniels Robert Duvall,Ronald F. Maxwell
856,34314,Turbulence,Ray Liotta Lauren Holly Brendan Gleeson,Robert Butler
857,19724,Imagine That,Eddie Murphy Thomas Haden Church Yara Shahidi,Karey Kirkpatrick
858,145220,Muppets Most Wanted,Ricky Gervais Ty Burrell Tina Fey,James Bobin
859,14623,Thunderbirds,Brady Corbet Soren Fulton Debora Weston,Jonathan Frakes
860,42297,Burlesque,Cher Christina Aguilera Eric Dane,Steve Antin
861,2841,A Very Long Engagement,Audrey Tautou Gaspard Ulliel Dominique Pinon,Jean-Pierre Jeunet
862,802,Lolita,James Mason Sue Lyon Shelley Winters,Stanley Kubrick
863,10375,D-Tox,Sylvester Stallone Courtney B. Vance Tom Berenger,Jim Gillespie
864,36586,Blade II,Wesley Snipes Kris Kristofferson Ron Perlman,Guillermo del Toro
865,11321,Seven Pounds,Will Smith Rosario Dawson Sarah Jane Morris,Gabriele Muccino
866,70074,Bullet to the Head,Sylvester Stallone Sung Kang Sarah Shahi,Walter Hill
867,242,The Godfather: Part III,Al Pacino Diane Keaton Andy García,Francis Ford Coppola
868,9621,Elizabethtown,Orlando Bloom Kirsten Dunst Susan Sarandon,Cameron Crowe
869,1819,"You, Me and Dupree",Kate Hudson Owen Wilson Matt Dillon,Anthony Russo
870,8536,Superman II,Gene Hackman Christopher Reeve Ned Beatty,Richard Lester
871,8046,Gigli,Ben Affleck Jennifer Lopez Justin Bartha,Martin Brest
872,1717,All the King's Men,Sean Penn Jude Law Kate Winslet,Steven Zaillian
873,479,Shaft,Samuel L. Jackson Jeffrey Wright Christian Bale,John Singleton
874,9444,Anastasia,Meg Ryan John Cusack Christopher Lloyd,Gary Goldman
875,824,Moulin Rouge!,Nicole Kidman Ewan McGregor John Leguizamo,Baz Luhrmann
876,11456,Domestic Disturbance,John Travolta Vince Vaughn Teri Polo,Harold Becker
877,261023,Black Mass,Johnny Depp Joel Edgerton Benedict Cumberbatch,Scott Cooper
878,3683,Flags of Our Fathers,Ryan Phillippe Adam Beach Jesse Bradford,Clint Eastwood
879,22803,Law Abiding Citizen,Jamie Foxx Gerard Butler Colm Meaney,F. Gary Gray
881,39437,Beloved,Oprah Winfrey Danny Glover Thandie Newton,Jonathan Demme
882,1950,Lucky You,Eric Bana Drew Barrymore Robert Duvall,Curtis Hanson
883,640,Catch Me If You Can,Leonardo DiCaprio Tom Hanks Christopher Walken,Steven Spielberg
884,97630,Zero Dark Thirty,Jessica Chastain Jason Clarke Mark Strong,Kathryn Bigelow
885,9767,The Break-Up,Vince Vaughn Jennifer Aniston Joey Lauren Adams,Peyton Reed
886,11631,Mamma Mia!,Meryl Streep Pierce Brosnan Amanda Seyfried,Phyllida Lloyd
887,32856,Valentine's Day,Jessica Alba Jessica Biel Bradley Cooper,Garry Marshall
888,6519,The Dukes of Hazzard,Johnny Knoxville Seann William Scott Jessica Simpson,Jay Chandrasekhar
889,8741,The Thin Red Line,Sean Penn Adrien Brody Jim Caviezel,Terrence Malick
890,49520,The Change-Up,Olivia Wilde Ryan Reynolds Jason Bateman,David Dobkin
891,1850,Man on the Moon,Jim Carrey Courtney Love Bob Zmuda,Miloš Forman
892,524,Casino,Robert De Niro Sharon Stone Joe Pesci,Martin Scorsese
893,26389,From Paris with Love,John Travolta Jonathan Rhys Meyers Kasia Smutniak,Pierre Morel
894,11817,Bulletproof Monk,Seann William Scott Jaime King Karel Roden,Paul Hunter
895,2123,"Me, Myself & Irene",Jim Carrey Renée Zellweger Anthony Anderson,Bobby Farrelly
898,18239,The Twilight Saga: New Moon,Kristen Stewart Robert Pattinson Taylor Lautner,Chris Weitz
899,808,Shrek,Mike Myers Eddie Murphy Cameron Diaz,Andrew Adamson
900,38050,The Adjustment Bureau,Matt Damon Emily Blunt John Slattery,George Nolfi
901,8367,Robin Hood: Prince of Thieves,Kevin Costner Morgan Freeman Christian Slater,Kevin Reynolds
902,9390,Jerry Maguire,Tom Cruise Cuba Gooding Jr. Renée Zellweger,Cameron Crowe
903,72105,Ted,Mark Wahlberg Mila Kunis Seth MacFarlane,Seth MacFarlane
904,2898,As Good as It Gets,Jack Nicholson Helen Hunt Greg Kinnear,James L. Brooks
905,10312,Patch Adams,Robin Williams Philip Seymour Hoffman Bob Gunton,Tom Shadyac
906,109443,Anchorman 2: The Legend Continues,Will Ferrell Steve Carell Paul Rudd,Adam McKay
907,2022,Mr. Deeds,Adam Sandler Winona Ryder John Turturro,Steven Brill
908,37686,Super 8,Joel Courtney Elle Fanning Riley Griffiths,J.J. Abrams
909,462,Erin Brockovich,Julia Roberts Albert Finney Aaron Eckhart,Steven Soderbergh
910,9919,How to Lose a Guy in 10 Days,Kate Hudson Matthew McConaughey Kathryn Hahn,Donald Petrie
911,187017,22 Jump Street,Jonah Hill Channing Tatum Dave Franco,Phil Lord
912,628,Interview with the Vampire,Brad Pitt Tom Cruise Kirsten Dunst,Neil Jordan
913,10201,Yes Man,Jim Carrey Zooey Deschanel Rhys Darby,Peyton Reed
914,302699,Central Intelligence,Dwayne Johnson Kevin Hart Amy Ryan,Rawson Marshall Thurber
915,9441,Stepmom,Julia Roberts Susan Sarandon Ed Harris,Chris Columbus
916,274167,Daddy's Home,Will Ferrell Mark Wahlberg Linda Cardellini,Sean Anders
917,224141,Into the Woods,Meryl Streep Emily Blunt James Corden,Rob Marshall
918,388,Inside Man,Denzel Washington Clive Owen Jodie Foster,Spike Lee
919,2112,Payback,Mel Gibson Kris Kristofferson Gregg Henry,Brian Helgeland
920,10329,Congo,Laura Linney Dylan Walsh Ernie Hudson,Frank Marshall
921,74465,We Bought a Zoo,Matt Damon Scarlett Johansson Thomas Haden Church,Cameron Crowe
922,13811,Knowing,Nicolas Cage Rose Byrne Chandler Canterbury,Alex Proyas
923,6877,Failure to Launch,Matthew McConaughey Sarah Jessica Parker Zooey Deschanel,Tom Dey
924,10320,The Ring Two,Naomi Watts Simon Baker Elizabeth Perkins,Hideo Nakata
925,50646,"Crazy, Stupid, Love.",Steve Carell Julianne Moore Ryan Gosling,Glenn Ficarra
926,8920,Garfield,Bill Murray Breckin Meyer Jennifer Love Hewitt,Peter Hewitt
927,13673,Christmas with the Kranks,Tim Allen Jamie Lee Curtis Dan Aykroyd,Joe Roth
928,60308,Moneyball,Brad Pitt Jonah Hill Philip Seymour Hoffman,Bennett Miller
929,6950,Outbreak,Dustin Hoffman Rene Russo Morgan Freeman,Wolfgang Petersen
930,225574,Non-Stop,Liam Neeson Julianne Moore Scoot McNairy,Jaume Collet-Serra
931,13836,Race to Witch Mountain,Dwayne Johnson AnnaSophia Robb Alexander Ludwig,Andy Fickman
932,752,V for Vendetta,Natalie Portman Hugo Weaving Stephen Rea,James McTeigue
933,6038,Shanghai Knights,Jackie Chan Owen Wilson Fann Wong,David Dobkin
934,9975,Curious George,Will Ferrell Drew Barrymore David Cross,Matthew O'Callaghan
935,11451,Herbie Fully Loaded,Lindsay Lohan Michael Keaton Matt Dillon,Angela Robinson
936,12103,Don't Say a Word,Michael Douglas Sean Bean Brittany Murphy,Gary Fleder
937,60304,Hansel & Gretel: Witch Hunters,Jeremy Renner Gemma Arterton Famke Janssen,Tommy Wirkola
938,2251,Unfaithful,Richard Gere Diane Lane Olivier Martinez,Adrian Lyne
939,46529,I Am Number Four,Alex Pettyfer Timothy Olyphant Teresa Palmer,D.J. Caruso
940,231,Syriana,George Clooney Matt Damon Jeffrey Wright,Stephen Gaghan
941,300671,13 Hours: The Secret Soldiers of Benghazi,James Badge Dale John Krasinski Max Martini,Michael Bay
942,228326,The Book of Life,Diego Luna Channing Tatum Zoe Saldana,Jorge R. Gutierrez
943,9754,Firewall,Harrison Ford Paul Bettany Virginia Madsen,Richard Loncraine
944,66,Absolute Power,Clint Eastwood Gene Hackman Ed Harris,Clint Eastwood
945,4421,G.I. Jane,Demi Moore Viggo Mortensen Anne Bancroft,Ridley Scott
946,2649,The Game,Michael Douglas Sean Penn Deborah Kara Unger,David Fincher
947,588,Silent Hill,Radha Mitchell Sean Bean Laurie Holden,Christophe Gans
948,10393,The Replacements,Keanu Reeves Gene Hackman Brooke Langton,Howard Deutch
949,71552,American Reunion,Jason Biggs Alyson Hannigan Seann William Scott,Jon Hurwitz
950,9631,The Negotiator,Samuel L. Jackson Kevin Spacey David Morse,F. Gary Gray
952,306,Beverly Hills Cop III,Eddie Murphy Judge Reinhold Héctor Elizondo,John Landis
953,928,Gremlins 2: The New Batch,Zach Galligan Phoebe Cates John Glover,Joe Dante
954,205587,The Judge,Robert Duvall Robert Downey Jr. Vera Farmiga,David Dobkin
955,6623,The Peacemaker,George Clooney Nicole Kidman Marcel Iureș,Mimi Leder
956,1577,Resident Evil: Apocalypse,Milla Jovovich Sienna Guillory Oded Fehr,Alexander Witt
957,9801,Bridget Jones: The Edge of Reason,Renée Zellweger Hugh Grant Colin Firth,Beeban Kidron
958,2116,Out of Time,Denzel Washington Eva Mendes Sanaa Lathan,Carl Franklin
960,14199,The Adventures of Sharkboy and Lavagirl,Taylor Lautner Taylor Dooley Cayden Boyd,Robert Rodriguez
961,1907,The Beach,Leonardo DiCaprio Guillaume Canet Tilda Swinton,Danny Boyle
962,4599,Raising Helen,Kate Hudson John Corbett Joan Cusack,Garry Marshall
963,22832,Ninja Assassin,Rain Naomie Harris Sung Kang,James McTeigue
964,10390,For Love of the Game,Kevin Costner Kelly Preston John C. Reilly,Sam Raimi
965,9879,Striptease,Demi Moore Burt Reynolds Armand Assante,Andrew Bergman
967,44603,Hereafter,Matt Damon Bryce Dallas Howard George McLaren,Clint Eastwood
968,11892,Murder by Numbers,Sandra Bullock Ben Chaplin Ryan Gosling,Barbet Schroeder
969,9691,Assassins,Sylvester Stallone Antonio Banderas Julianne Moore,Richard Donner
970,1248,Hannibal Rising,Gaspard Ulliel Aaran Thomas Gong Li,Peter Webber
971,12220,The Story of Us,Bruce Willis Michelle Pfeiffer Rob Reiner,Rob Reiner
972,72710,The Host,Saoirse Ronan Diane Kruger Jake Abel,Andrew Niccol
973,10782,Basic,John Travolta Connie Nielsen Samuel L. Jackson,John McTiernan
974,9573,Blood Work,Clint Eastwood Jeff Daniels Anjelica Huston,Clint Eastwood
975,4959,The International,Clive Owen Naomi Watts Armin Mueller-Stahl,Tom Tykwer
976,10061,Escape from L.A.,Kurt Russell Stacy Keach Steve Buscemi,John Carpenter
977,10386,The Iron Giant,Eli Marienthal Jennifer Aniston Vin Diesel,Brad Bird
978,421,The Life Aquatic with Steve Zissou,Bill Murray Anjelica Huston Cate Blanchett,Wes Anderson
980,11615,The Life of David Gale,Kevin Spacey Kate Winslet Laura Linney,Alan Parker
981,13498,Man of the House,Tommy Lee Jones Cedric the Entertainer Christina Milian,Stephen Herek
982,241554,Run All Night,Liam Neeson Ed Harris Joel Kinnaman,Jaume Collet-Serra
983,2252,Eastern Promises,Naomi Watts Viggo Mortensen Vincent Cassel,David Cronenberg
984,11968,Into the Blue,Paul Walker Jessica Alba Scott Caan,John Stockwell
985,10047,The Messenger: The Story of Joan of Arc,Milla Jovovich Dustin Hoffman Faye Dunaway,Luc Besson
986,38319,Your Highness,Danny McBride James Franco Natalie Portman,David Gordon Green
988,9770,Mad City,John Travolta Dustin Hoffman Mia Kirshner,Costa-Gavras
989,11212,Baby's Day Out,Joe Mantegna Lara Flynn Boyle Joe Pantoliano,Patrick Read Johnson
990,10533,The Scarlet Letter,Demi Moore Gary Oldman Robert Duvall,Roland Joffé
992,9923,Domino,Keira Knightley Mickey Rourke Edgar Ramírez,Tony Scott
993,11863,Jade,David Caruso Linda Fiorentino Chazz Palminteri,William Friedkin
994,18501,Gamer,Gerard Butler Michael C. Hall Logan Lerman,Brian Taylor
995,109491,Beautiful Creatures,Alden Ehrenreich Alice Englert Jeremy Irons,Richard LaGravenese
996,9275,Death to Smoochy,Robin Williams Catherine Keener Edward Norton,Danny DeVito
997,329833,Zoolander 2,Ben Stiller Owen Wilson Will Ferrell,Ben Stiller
998,12634,The Big Bounce,Owen Wilson Morgan Freeman Gary Sinise,George Armitage
999,10416,What Planet Are You From?,Garry Shandling Annette Bening John Goodman,Mike Nichols
1000,47327,Drive Angry,Nicolas Cage Amber Heard William Fichtner,Patrick Lussier
1002,10796,The One,Jet Li Jason Statham Carla Gugino,James Wong
1003,9548,The Adventures of Ford Fairlane,Andrew Dice Clay Wayne Newton Priscilla Presley,Renny Harlin
1004,18947,The Boat That Rocked,Tom Sturridge Philip Seymour Hoffman Rhys Ifans,Richard Curtis
1005,1900,Traffic,Michael Douglas Benicio del Toro Jacob Vargas,Steven Soderbergh
1006,89,Indiana Jones and the Last Crusade,Harrison Ford Sean Connery Denholm Elliott,Steven Spielberg
1007,96724,Anna Karenina,Keira Knightley Jude Law Aaron Taylor-Johnson,Joe Wright
1008,198184,Chappie,Sharlto Copley Dev Patel Ninja,Neill Blomkamp
1009,9481,The Bone Collector,Denzel Washington Angelina Jolie Queen Latifah,Phillip Noyce
1010,4547,Panic Room,Jodie Foster Kristen Stewart Forest Whitaker,David Fincher
1012,6415,Three Kings,George Clooney Mark Wahlberg Ice Cube,David O. Russell
1014,9896,Rat Race,Cuba Gooding Jr. Seth Green Whoopi Goldberg,Jerry Zucker
